Business Unit,Description,L D,Co,BU Ty,Subledger Inactive,M C,Sector,Sub-Segment,Province,District,WCB Rates,Promo Expense,Category Code 07,Closed Business,IMS Fee,Admin Fee,Summary Reporting,Statement Formats,Regional VP,Fringe Calc,JV Units,Mgmt Fee,Bank Charges,Regional Director,Smallwares R&M,President,Multi Group,Group,Contract Terms,Cat Code 24,Fringe Caps,IFRS15,Commissions,COVID-19 Status,DM Assistants,Census Metro Area CMA,Online Reporting Access 1,Online Reporting Access 2,Online Reporting Access 3,Insurance,BE - Digital Hospitality,Finance Charge Exceptions,Business Line,BE - Like for Like,Rebate passed to Client,Acquisitions,Key Client Account,MAP1 Royalty Brands,Special Services,BE Online Reporting Access 4,US Data - Office Type,US Data - Compass Sector,BE - Top Retail Accounts,Concur BU,HFM Reporting,CAT 50,P E,Tax Rate Area,Address Number,Address Number1,Address Number2,Address Number3,Address Number4,Address Number5,Address Number6,Related BU,Related BU Description,Adj Entry,Adjustment Entry Description,Project Number,Project Description
"       81180",School District # 14-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81180",School District # 14-TM,0,Not Restricted,"            ",
"       81181",Ecole Mathieu Martin -TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",10846,,,,,,,"       81181",Ecole Mathieu Martin -TM,0,Not Restricted,"            ",
"       81182",Ecole Arc-En-Ciel-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",241834,,,,,,,"       81182",Ecole Arc-En-Ciel-TM,0,Not Restricted,"            ",
"       81183",Ecole Ste Therese-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",241846,,,,,,,"       81183",Ecole Ste Therese-TM,0,Not Restricted,"            ",
"       81184",Ecole Anna Malenfant-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",241849,,,,,,,"       81184",Ecole Anna Malenfant-TM,0,Not Restricted,"            ",
"       81185",Ecole Abbey Landry -TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",241856,,,,,,,"       81185",Ecole Abbey Landry -TM,0,Not Restricted,"            ",
"       81186",Louis Robichaud Po-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81186",Louis Robichaud Po-Term,0,Not Restricted,"            ",
"       81187",Mgr Francois Bourge-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81187",Mgr Francois Bourge-Term,0,Not Restricted,"            ",
"       81188",Edgar T Leblanc-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81188",Edgar T Leblanc-Term,0,Not Restricted,"            ",
"       81189",Ecole Donat-Robicha-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81189",Ecole Donat-Robicha-Term,0,Not Restricted,"            ",
"       81190",DISTRICT SCOLAIRE 01 - TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81190",DISTRICT SCOLAIRE 01 - TM,0,Not Restricted,"            ",
"       81191",Donald Fraser Memrl-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",10879,,,,,,,"       81191",Donald Fraser Memrl-TM,0,Not Restricted,"            ",
"       81192",Tobique Valley High-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",10880,,,,,,,"       81192",Tobique Valley High-TM,0,Not Restricted,"            ",
"       81193",Carleton North High-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81193",Carleton North High-Term,0,Not Restricted,"            ",
"       81194",Ecole Champlain - TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",57883,,,,,,,"       81194",Ecole Champlain - TM,0,Not Restricted,"            ",
"       81195",Ecole De Scoudouc-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81195",Ecole De Scoudouc-TM,0,Not Restricted,"            ",
"       81196",Ecole Albert-Brideau-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81196",Ecole Albert-Brideau-Term,0,Not Restricted,"            ",
"       81197",Ecole Amirault-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",241864,,,,,,,"       81197",Ecole Amirault-TM,0,Not Restricted,"            ",
"       81198",Florenceville Middle-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",10881,,,,,,,"       81198",Florenceville Middle-TM,0,Not Restricted,"            ",
"       81199",Ecole Beausejour-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81199",Ecole Beausejour-Term,0,Not Restricted,"            ",
"       81200",J. MacDonald - TM,9,00100,HS," "," ",02,01,NB,110,NB," "," ",CL," "," "," "," ",37," "," "," "," ",171," ",02," "," ",GP," "," "," "," ",LC," ",51," ",17," "," "," "," "," ",L," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",112313,,,,,,,"       81200",J. MacDonald - TM,0,Not Restricted,"            ",
"       81204",Central New Brunswck Acadmy-TM,9,00100,TM," "," ",02,01,NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," ",PL," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," ",01," "," "," "," "," "," ",TM," "," "," ",519563,,,,,,,"       81204",Central New Brunswck Acadmy-TM,0,Not Restricted,"            ",
"       81205",Ecl  Acad-Notre Dame-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81205",Ecl  Acad-Notre Dame-TM,0,Not Restricted,"            ",
"       81206",Doaktown Consol HS-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," ",89," "," "," ",N/A," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",10882,,,,,,,"       81206",Doaktown Consol HS-TM,0,Not Restricted,"            ",
"       81207",Vincent Massey Elem-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",10883,,,,,,,"       81207",Vincent Massey Elem-TM,0,Not Restricted,"            ",
"       81208",St Stephen Elem-PL,9,00100,HS," "," ",02,01,NB,110,NB,PRR," "," ",CH," "," "," ",37," "," "," "," ",171," ",02," ",81260,PL," "," ",02," ",RV,053,89,171,17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",10884,,,,,,,"       81208",St Stephen Elem-PL,0,Not Restricted,"            ",
"       81209",The Upper Miramichi Reg. HS-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," ",N/A," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",153322,,,,,,,"       81209",The Upper Miramichi Reg. HS-TM,0,Not Restricted,"            ",
"       81210",Operation Manager-B Ives TM,9,00100,HS," "," ",02,01,NB,110,NB," "," ",CL," "," "," "," ",37," "," "," "," ",171," ",02," "," ",GP," "," "," "," ",NI," ",51," ",17," "," "," "," "," ",L," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",705713,,,,,,,"       81210",Operation Manager-B Ives TM,0,Not Restricted,"            ",
"       81211",Campobello Isl Sch-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81211",Campobello Isl Sch-Term,0,Not Restricted,"            ",
"       81212",Southern Carlton Intermedte-TM,9,00100,TM," "," ",01,01,NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," ",01," "," "," "," "," "," ",TM," ",N," ",10885,,,,,,,"       81212",Southern Carlton Intermedte-TM,0,Not Restricted,"            ",
"       81213",Sussex Middle Sch-PL,9,00100,HS," "," ",02,01,NB,110,NB,PRR," "," ",CH," "," "," ",37," "," "," "," ",171," ",02," ",81260,PL," "," ",02," ",RV,053,89,171,17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",10850,,,,,,,"       81213",Sussex Middle Sch-PL,0,Not Restricted,"            ",
"       81214",Centerville Middle-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81214",Centerville Middle-Term,0,Not Restricted,"            ",
"       81215",Rothesay Jr. HS-TERM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81215",Rothesay Jr. HS-TERM,0,Not Restricted,"            ",
"       81216",Milltown Elementary-TM,9,00100,HS," "," ",02,01,NB,110,NB," "," ",CL," "," "," "," ",37," "," "," "," ",171," ",02," ",81260,PL," "," ",02," ",LC,038,89," ",17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," "," ",HS," "," "," ",10887,,,,,,,"       81216",Milltown Elementary-TM,0,Not Restricted,"            ",
"       81217",Stanley School-PL,9,00100,HS," "," ",02,01,NB,110,NB,PRR," "," ",CH," "," "," ",37," "," "," "," ",171," ",02," ",81160,PL," "," ",02," ",RV,162,89," ",17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",10888,,,,,,,"       81217",Stanley School-PL,0,Not Restricted,"            ",
"       81218",Cite de L'Amitie-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81218",Cite de L'Amitie-Term,0,Not Restricted,"            ",
"       81219",St George Elem Sch-PL,9,00100,HS," "," ",02,01,NB,110,NB,PRR," "," ",CH," "," "," ",37," "," "," "," ",171," ",02," ",81260,PL," "," ",02," ",LC,053,89,171,17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",10889,,,,,,,"       81219",St George Elem Sch-PL,0,Not Restricted,"            ",
"       81220",Jennifer Bruder - Overhead,9,00100,HS," "," ",02,01,NB,110,NB," "," "," "," "," "," "," ",37," "," "," "," ",171," ",02," "," ",GP," "," "," "," "," "," ",89," "," "," "," "," "," "," ",B," "," "," "," "," "," "," "," "," ",1,HS," "," "," ",814800,,,,,,,"       81220",Jennifer Bruder - Overhead,0,Not Restricted,"            ",
"       81221",Ecole Essex - TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81221",Ecole Essex - TM,0,Not Restricted,"            ",
"       81222",Ecole Sainte Henri-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",57887,,,,,,,"       81222",Ecole Sainte Henri-TM,0,Not Restricted,"            ",
"       81223",Ecole St Bernadette-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",241876,,,,,,,"       81223",Ecole St Bernadette-TM,0,Not Restricted,"            ",
"       81224",Nouvelle Ecole de Dieppe-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," ",51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",241883,,,,,,,"       81224",Nouvelle Ecole de Dieppe-TM,0,Not Restricted,"            ",
"       81225",Ecole Aboiteau - TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81225",Ecole Aboiteau - TM,0,Not Restricted,"            ",
"       81226",Petits Travaillleurs-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81226",Petits Travaillleurs-Term,0,Not Restricted,"            ",
"       81227",Ecole Memramcook - TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81227",Ecole Memramcook - TM,0,Not Restricted,"            ",
"       81228",Ecole Pre D'En Haut-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81228",Ecole Pre D'En Haut-Term,0,Not Restricted,"            ",
"       81229",Ecole Joseph Poiree-Term,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81229",Ecole Joseph Poiree-Term,0,Not Restricted,"            ",
"       81230",School  District # 5-TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,,"       81230",School  District # 5-TM,0,Not Restricted,"            ",
"       81231",Black Harbour Sch -TM,9,00100,HS," "," ",02,01,NB,110,NB,PRR," ",CL,CH," "," "," ",37," "," "," "," ",171," ",02," ",81260,PL," "," ",02," ",LC,038,89," ",17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",10890,,,,,,,"       81231",Black Harbour Sch -TM,0,Not Restricted,"            ",
"       81232",Cambridge Narrows Elem Sch-TM,9,00100,TM," "," ",02,01,NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," ",PL," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," ",01," "," "," "," "," "," ",TM," ",N," ",81549,,,,,,81549,"       81232",Cambridge Narrows Elem Sch-TM,0,Not Restricted,"       81232",Cambridge Narrows Elem Sch-TM
"       81233",Minto High School - TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",,,,,,,81551,"       81233",Minto High School - TM,0,Not Restricted,"            ",
"       81234",Minto Elem/Middle School - PL,9,00100,HS," "," ",02,01,NB,110,NB,PRR," "," ",CH," "," "," ",37," "," "," "," ",171," ",02," ",81160,PL," "," ",02," ",RV,162,89," ",17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",81553,,,,,,81553,"       81234",Minto Elem/Middle School - PL,0,Not Restricted,"       81234",Minto Elem/Middle School - PL
"       81235",Sunbury West School -TM,9,00100,TM," "," ",02,01,NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," ",PL," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," ",01," "," "," "," "," "," ",TM," ",N," ",10891,,,,,,,"       81235",Sunbury West School -TM,0,Not Restricted,"            ",
"       81236",Chipman Forest AV S-TM,9,00100,TM," "," ",02,01,NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," ",PL," "," "," "," "," "," ",89," "," "," "," "," "," "," "," "," "," "," ",01," "," "," "," "," "," ",TM," ",N," ",26398,,,,,,,"       81236",Chipman Forest AV S-TM,0,Not Restricted,"            ",
"       81237",Harold Peterson Middle Schl-PL,9,00100,HS," "," ",02,01,NB,110,NB,PRR," "," ",CH," "," ",H00,37," "," "," "," ",171," ",02," ",81160,PL," "," ",02," ",RV,162,89," ",17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",54440,,,,,,,"       81237",Harold Peterson Middle Schl-PL,0,Not Restricted,"            ",
"       81238",Armco Capital Inc.-PL,9,00100,HS," "," ",02,01,NB,110,NB,PRR," "," ",CH," "," "," ",37," "," "," "," ",171," ",02," "," ",PL," "," ",22," ",RV,162,03," ",17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",60970,,,,,,,"       81238",Armco Capital Inc.-PL,0,Not Restricted,"            ",
"       81239",Ridgeview Middle School-PL,9,00100,HS," "," ",02,01,NB,110,NB,PRR," "," ",CH," "," ",H00,37," "," "," "," ",171," ",02," ",81160,PL," "," ",02," ",RV,162,89," ",17,56," "," "," "," ",B," "," "," ",01," "," "," "," "," ",1,HS," "," "," ",131046,,,,,,,"       81239",Ridgeview Middle School-PL,0,Not Restricted,"            ",
"       81241",Andover Elementary School -TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",117588,,,,,,,"       81241",Andover Elementary School -TM,0,Not Restricted,"            ",
"       81242",Carleton North School - TM,9,00100,TM," "," ",01," ",NB,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",TM," ",N," ",117584,,,,,,,"       81242",Carleton North School - TM,0,Not Restricted,"            ",
